show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5230,Movie,Krishnan,Anil Ravipudi,"Mahesh Babu, Rashmika Mandanna, Vijayashanti, Prakash Raj, Rajendra Prasad",India,,2020,13+,171 min,"Action, Comedy, Drama","Ajay Krishnan (Mahesh Babu) is an orphan and a soldier serving in Kashmir. Professor Bharathi (Vijayashanthi) is a righteous professor and single mother of three, with one son already lost during service. How Ajay steps up when she's in trouble forms the crux of the story."
s5231,Movie,KiiYii - Miss Polly Had A Dolly - Valentines Day Nursery Rhymes for Kids,Moonbug Entertainment,,,,2020,ALL,29 min,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!"
s5232,Movie,Josh Blue: Broccoli,Brandon Naughton,Josh Blue,,,2020,13+,65 min,"Arts, Entertainment, and Culture, Comedy","Josh Blue dives deep in his newest Comedy Special, Broccoli, exploring the craziest of topics. From discussing the ghosts of the past, those in his home, and the future of his Comedy, you will surely be rolling in laughter."
s5233,Movie,Gecko's Garage Vol. 3,,,,,2019,ALL,55 min,"Kids, Special Interest","Come and have a fantastic time with your favourite pal Gecko! This compilation of Geckos Garage includes ""Trevor The Tractor"" and many more!"
s5234,Movie,Dope Fiend,Ron Elliot,"Andra Fuller, Malik Yoba, Hisham Tawfiq, Tobias Truvillion, Marquise Jackson",,,2017,18+,88 min,"Drama, Suspense","Money, drugs and violence manipulate the lives of three warring families, forcing them to address their ills or face destruction."
s5235,Movie,As It Happened: Tarawa,Ashley Gething,Stephen Rasbrook,,,2020,13+,44 min,Documentary,Tarawa was the most strongly defended island in the Pacific which the Japanese boasted that a million Americans couldn't take the island in one hundred years. On Tarawa the Marines faced their sternest test yet.
s5236,Movie,Antardwand,Sushil Rajpal,"Swati Sen, Akhilendra Mishra, Himanshi, Raj Singh Chaudhary, Vinay Pathak",India,,2010,13+,104 min,"Drama, International","Groom Abduction which is so rampant in Bihar, Eastern UP is touched upon in Antardwand. A peep into the reality that is a feudal India refusing to die, it’s a story where everybody involved pays a heavy price for the patriarchal power play. It’s a society rotting while the country surges ahead to be a global power. Antardwand is a film that stokes the thinking viewer’s ire, concern and empathy."
s5237,Movie,An Inconvenient Truth,Davis Guggenheim,"Al Gore, Billy West",,,2006,PG,97 min,"Arthouse, Documentary, Special Interest",This is a wake-up call that cuts through myths and misconceptions to deliver the message that global warming is a real and present danger. An Inconvenient Truth brings home Gore's persuasive argument that we must act now to save the earth.
s5238,Movie,Yeh Dillagi,Naresh Malhotra,"Kajol, Akshay Kumar, Saif Ali Khan, Deven Verma, Achyut Potdar, Reema Lagoo, Saeed Jaffrey",India,,1994,ALL,154 min,"Drama, International, Romance","Sapna (Kajol) was a frequent visitor to the Saigal mansion as her father was a trusted driver of the family. When she is reminded of her social status by the rich brat Vicky Saigal (Saif Ali Khan), she leaves town to make something of herself. She returns as a successful model and Vicky falls for her. The problem - his elder brother Vijay (Akshay Kumar) is already in love with the same girl."
s5239,Movie,Velaiilla Pattadhari 2,Soundarya Rajnikanth,"Dhanush, Kajol, Amala Paul, Samuthirakani",,,2017,ALL,120 min,"Drama, International","A cool-headed crusader for the struggling engineers, Dhanush (as Raghuvaran) faces the powerful and arrogant owner of a construction company Kajol (as Vasundhara Parameswaran), as they engage in a battle to win the corporate game."
s5240,Movie,Tubelight,Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub, Yashpal Sharma, Zhu Zhu, Matin Rey Tangu, Brijendra Kala, Isha Talwar, Jason D'Souza, Matt Kramer, Neeraj Khetarpal, Kapil Sharma","India, United States, United Kingdom, Canada, China",,2017,ALL,130 min,"Drama, International","In a small picturesque town of North India, lives Laxman with his younger brother Bharat. Laxman's world comes crashing down, when war breaks out and Bharat gets drafted into the Army. Seeing the carnage around him and worried for his brother, the simple - minded Laxman decides to stop this conflict and get his brother back. TUBELIGHT set in 1962 tells the story of one man's unshakeable belief."
s5241,Movie,Theri,Atlee Kumar,"Vijay, Samantha Ruth Prabhu, Amy Jackson, Baby Nainika, Prabhu, Raadhika Sarathkumar, Rajendran, J.Mahendran",India,,2016,ALL,150 min,"Action, Drama, International",Joseph (Vijay) lives in a small town of Kerala. He lives with his 6-year old daughter (Baby Nainika as Nivi) and his close ally Rajendran. Annie (Amy Jackson) is Nivi's class teacher who develops an interest over Joseph. This peaceful life of Joseph is shaken when a group of local goons from Kerala crosses path with him.
s5242,Movie,Theeran Adhigaaram Ondru,H.Vinoth,"Karthi, Rakul preet Singh, Bose Venkat, Sathyan, Abimanyu Singh",,,2017,13+,156 min,"Action, International","Theeran, a police officer is entrusted with the task to solve the mystery behind a series of murders and burglaries. The only clues left behind are the fingerprints of the culprits. How he solves the case, forms the crux."
s5243,Movie,The Ghazi Attack (Hindi),Sankalp,"Rana Daggubati, Kay Kay Menon, Atul Kulkarni, Tapsee Pannu (in a Special Appearance), Late Om Puri, Nassar, Rahul Singh, Milind Gunaji",,,2017,13+,123 min,"Drama, International","Inspired by true events, The Ghazi Attack is India's first underwater war film. The story revolves around the events that unfolded right before the Indo-Pakistan war of 1971, when the Pakistani Submarine Ghazi (Asia's most powerful fast-attack submarine at the time) attempted to destroy the Indian aircraft carrier Vikrant."
s5244,Movie,Tashan,Vijay Krishna Acharya,"Akshay Kumar, Anil Kapoor, Kareena Kapoor, Saif Ali Khan, Yashpal Sharma, Sanjay Mishra, Manoj Pahwa",India,,2008,16+,147 min,"Action, International","A cool call center executive Jimmy Cliff (Saif Ali Khan), a wannabe gangster Bachchan Pande (Akshay Kumar), a beautiful girl Pooja (Kareena Kapoor) who can't be trusted, Bhaiyyaji (Anil Kapoor) a gangster who enjoys killing people as much as he enjoys learning to speak English come together on a journey across India. A journey which will alter the course of their lives in more ways than one."
s5245,Movie,Sketch,Vijay Chandar,"Vikram, Tamannaah, Soori, Baburaj, R.K. Suresh",India,,2018,13+,131 min,"Action, Drama, International","A man who repossesses cars for a local loan shark makes the mistake of seizing a crazed gangster's prized possession, a vintage Fiat."
s5246,Movie,Silsila,Yash Chopra,"Shashi Kapoor, Amitabh Bachchan, Jaya Bhaduri, Rekha, Sushma Seth, Jagdish Raj, Kulbhushan Kharbanda, Deven Verma, Sanjeev Kumar, Pratima Puri, Ashok Verma, Manek, Kimti Anand, Nirupama Verma, Damyanti Puri, Gauri Shanker, Raj Babbar, Shyam Arora, Ranvir Raj, Vikas Anand, Sharmila Roy Chowdhry, Ravi Dubey, Sudha Chopra",India,,1981,7+,180 min,"Drama, International, Romance","Amit (Amitabh Bachchan) decides to bury his past life along with his love for Chandni (Rekha) when he meets Shobha (Jaya Bachchan). Shobha's life has come to a standstill after her fiance and Amit’s brother Shekhar (Shashi Kapoor) dies in a crash. When fate brings Amit and Chandni face to face again, both are married to different people - but neither can ignore their feelings for each other."
s5247,Movie,Silence (Malayalam),Hemant Madhukar,"Anushka Shetty, Madhavan, Anjali, Michael Madsen",,,2020,18+,126 min,Suspense,A murder-mystery thriller. A world-famous cello player is murdered and crucified in a Seattle Villa that has a reputation for being haunted. His friends and family try to figure out if he was really killed by a supernatural being or if he was assassinated by someone he knows. His dumb and deaf wife and a police detective are pinned against each other as they discover the victim's dark past.
s5248,Movie,SI 3,Hari,"Suriya, Anushka Shetty, Shruthi Hasan, Soori, Anoop Singh Thakur, Neetu Chandra, Janaki Ganesh, Olamilekan Akanbi Jason, Krish",India,,2017,ALL,152 min,"Action, International","A reputed cop from Tamil Nadu takes charge in Andhra Pradesh to solve the mysterious murder of a top police officer, and takes on local thugs and criminals during the course of his mission."
s5249,Movie,Sawaal,,,,,1982,ALL,130 min,"Drama, International","Rai (Sanjeev Kumar) is the country’s most powerful smuggler, surrounded by his fortress of power and money. Till one day his daughter Sonia (Poonam Dhillon) falls in love with Ravi (Shashi Kapoor) a police officer. SAWAAL is a powerful confrontation of life’s greatest motivating forces - self against selfishness, love against power, good against evil."
s5250,Movie,Salaam Namaste,Siddharth Raj Anand,"Saif Ali Khan, Preity Zinta, Arshad Warsi, Jugal Hansraj, Jaaved Jaaferi, Tania Zaetta",,,2005,13+,158 min,"Drama, International, Romance","Nick (Saif Ali Khan) is a chef. Ambar (Preity Zinta)is a Radio Jockey. They’re young, cool, independent and together they make the perfect pair! Or do they? Nick and Ambar take a huge leap of faith as they decide to move in together. Soon they realize they have little in common. SALAAM NAMASTE gives us a quirky take on life, love and relationship as it looks at a fairy tale with a bit of a squint."
s5251,Movie,Raju Gari Gadhi 2,Ohmkar,"Nagarjuna Akkineni, Samantha, Seerat Kapoor",,,2017,13+,122 min,"Drama, Horror, International","After experiencing a series of supernatural events and nightmares, three friends discover, to their horror, that their beachside resort is haunted. Their only hope is the renowned mentalist Rudra, who is famous for his strange yet effective methods. Before it is too late, Rudra must track down the hostile spirit haunting the resort and solve the mystery surrounding her."
s5252,Movie,Raja The Great,Anil Ravipudi,"Ravi Teja, Mehreen Pirzada, Vivan Bhatena, Prakash Raj, Srinivasa Reddy, Raadhika Sarathkumar, Sampath Raj, Rajendra Prasad, Posani Krishna Murali, Raashi Khanna",India,,2017,13+,150 min,Drama,"Raja The Great, is a story of a blind man (Ravi Teja) who doesn’t let his disabilities hold him back. Mehreen Pirzaada, plays a girl who loses her parents. Mehreen is threatened by the villain. Raja discovers that the heroine is disappointed with her life and is very unhappy. Rest of the story is how Raja uses his intelligence to unite Mehreen with her family and protects her from the villian."
s5253,Movie,Rab Ne Bana Di Jodi,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Rani Mukerji, Manmeet Singh, Kajol, Bipasha Basu, Lara Dutta, Preity Zinta, Vinay Pathak",India,,2008,ALL,164 min,"Drama, International, Romance","This is a story of Surinder Sahni (Shahrukh Khan) - a simple, clean hearted, honest man, leading a humdrum life, when he meets his total opposite and finds love in the flamboyant, fun-loving, vivacious - Taani (Anushka Sharma). What follows is a journey filled with laughter, tears, joy, pain, music, dance...that makes us believe that there is an extraordinary love story in every ordinary couple."
s5254,Movie,Raaz Reboot,Vikram Bhatt,"Emraan Hashmi, Gaurav Arora, Kriti Kharbanda",India,,2016,NR,128 min,"Horror, International","This horror-thriller revolves around Rehaan and Shaina, who are in a complicated relationship as Shaina suspects that Rehaan is keeping a secret from her. Shaina is approached by her ex-boyfriend Aditya who steps in to help her when she begins to experience paranormal activities. As time goes by, Shaina vehemently has a hunch that Aditya isn't genuine, too. Will her instincts prove to be true?"
s5255,Movie,Pudhu Nellu Pudhu Naathu,Bharathiraja,"Napoleon, Sukanya, Rudhra, Renuka",,,1991,ALL,142 min,"Drama, Romance","An old widow returns to her village with her two sons. The elder son is an illiterate peasant, the younger an educated, urbane youth, who falls in love with an iron-fisted local landlord's daughter."
s5256,Movie,Ponmagal Vandhal,JJ Fredrick,"Jyotika, Bhagyaraj, Prathap Potham, Thiagarajan, Parthiban, Pandiarajan, Subbu Panchu",India,,2020,18+,123 min,"Drama, International","Ponmagal vandhal is set in Ooty in 2020. A local resident named 'Petition' Pethuraj (K.Bhagyaraj) is well known for filing cases against the general public to be in the limelight. Pethuraj reopens a cast which happened way back in 2004, involving a serial killer 'psycho' Jothi who was convicted for kidnapping and murdering five children and two youngsters."
s5257,Movie,Penguin (Malayalam),Eashvar Karthic,"Keerthy Suresh, Linga, Madhampatty Rangaraj, Master Advaith, Mathi",,,2020,18+,132 min,"Drama, Suspense","Rhythm, leading a happy life and about to have her second child, is traumatized by the nightmares in which she sees an umbrella man harming her lost son. She sets off on a dangerous journey, along with her trained dog, to unravel the secrets behind the nightmares and to protect her loved ones."
s5258,Movie,P!nk: All I Know So Far,Michael Gracey,,United States,,2021,16+,99 min,Documentary,"A behind-the-scenes look at P!NK as she balances family and life on the road, leading up to her first Wembley Stadium performance on 2019’s “Beautiful Trauma” world tour."
