names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Airport,05/29/1970 ,64.0,"Action, Drama, Thriller","Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.","Burt Lancaster, Mel Bakersfeld, Dean Martin, Vernon Demerest, Jean Seberg, Tanya Livingston, Jacqueline Bisset, Gwen Meighen, George Kennedy, Joe Patroni, Helen Hayes, Ada Quonsett, Van Heflin, D. O. Guerrero, Maureen Stapleton, Inez Guerrero, Barry Nelson, Anson Harris",Airport, Released, English,10000000.0,100489151.0,US
Mara,09/07/2018 ,57.0,"Crime, Horror, Thriller","Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.","Olga Kurylenko, Kate, Javier Botet, Mara, Mitch Eakins, Martin Ellis, Lance E. Nichols, McCarthy, Rosie Fellner, Helena, Mackenzie Imsand, Sophie, Dandy Barrett, Dr. Botet, Craig Conway, Dougie, Melissa Bolona, Carly",Mara, Released, English,5000000.0,470901.0,US
Arena,10/11/2011 ,53.0,"Action, Thriller, Science Fiction","David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.","Kellan Lutz, David Lord, Katia Winter, Milla, Johnny Messner, Kaden, Samuel L. Jackson, Logan, James Remar, Tall Man, Daniel Dae Kim, Taiga, Nina Dobrev, Lori Lord, Marcelle Baer, Ashley, Amy Le, Akiko",Arena, Released, English,10000000.0,32144750.8,US
Who Finds a Friend Finds a Treasure,12/09/1981 ,68.0,"Action, Adventure, Comedy","Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure","Terence Hill, Alan Lloyd, Bud Spencer, Charlie O'Brien, John Fujioka, Kamasuka, Louise Bennett, Mama, Salvatore Borgese, Anlulu, Kainowa Lauritzen, Ulla, Mirna Seya, Ejola, Terry Moni Mapuana, Alua, Linda Prast, Barmaid at the beginning", Chi trova un amico trova un tesoro, Released, Italian,95000000.0,398687143.8,IT
Destroy All Monsters,08/01/1968 ,68.0,"Action, Science Fiction","At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.","Akira Kubo, Katsuo Yamabe, Jun Tazaki, Dr. Yoshido, Yukiko Kobayashi, Kyoko Manabe, Yoshio Tsuchiya, Dr. Otani, Chōtarō Tōgin, Ogata, Yoshifumi Tajima, General, Kenji Sahara, Commander Nishikawa, Heihachirô Ôkawa, Engineer, Kyôko Ai, Kilaak Queen", 怪獣総進撃, Released, Japanese,57664639.8,1568760.0,JP
The Golden Lotus,01/17/1974 ,39.0,"Romance, Action, Drama","Golden Lotus is based, in part, on Jin Ping Mei, a famous erotic novel of ancient China. Li Han-Hsiang adapted part of the story into this film, which starts with Hsi Men Ching, a successful merchant, wooing Pan Chin Lien, the beautiful wife of one of the townspeople.","Peter Yang Kwan, Ximen Qing, Hu Chin, Jinlian, Chen Ping, Pang Chunmei, Tanny Tien-Ni, Mrs. Hua/Li Ping Erh, Chiang Nan, Wu Dalong, Tin Ching, Mr. Hua, Dean Shek, Doctor Jiang, Teresa Ha Ping, Sun Hsueh o, Fourth Lady, Liu Wu-Chi, Courtesan Wu Yin Erh", 金瓶雙艷, Released, Chinese,118800000.0,824787023.8,HK
Filth,09/23/2013 ,69.0,"Crime, Drama, Comedy",A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,"James McAvoy, Bruce Robertson, Jamie Bell, Ray Lennox, Eddie Marsan, Clifford Blades, Imogen Poots, Amanda Drummond, Joanne Froggatt, Mary, Jim Broadbent, Dr. Rossi, Brian McCardie, Dougie Gillman, Emun Elliott, Peter Inglis, Gary Lewis, Gus Bain",Filth, Released, English,5000000.0,9114264.0,AU
Interstate 60,04/13/2002 ,74.0,"Adventure, Comedy, Fantasy",An aspiring painter meets various characters and learns valuable lessons while traveling across America.,"James Marsden, Neal Oliver, Gary Oldman, O.W. Grant, Amy Smart, Lynn Linden, Christopher Lloyd, Ray, Chris Cooper, Bob Cody, Matthew Edison, Quincy, Paul Brogren, Zack, Wayne Robson, Tolbert, Michael J. Fox, Mr. Baker",Interstate 60, Released, English,7000000.0,33746804.6,US
Re-Animator,10/18/1985 ,70.0,"Science Fiction, Comedy, Horror",A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,"Jeffrey Combs, Herbert West, Bruce Abbott, Dan Cain, Barbara Crampton, Megan Halsey, David Gale, Dr. Carl Hill, Robert Sampson, Dean Alan Halsey, Carolyn Purdy-Gordon, Dr. Harrod, Peter Kent, Melvin the Re-Animated (uncredited), Ian Patrick Williams, Swiss Professor (uncredited), Bunny Summers, Swiss Woman Doctor (uncredited)",Re-Animator, Released, English,900000.0,2023414.0,US
The Boss: Anatomy of a Crime,10/12/2014 ,77.0,"Drama, Crime","This incredibly disturbing story follows the exploitation of an apprentice butcher, Hermógenes, and his trial after he murders his boss in broad daylight. Hermógenes, a farmhand from northern Argentina, relocates to Buenos Aires in search of a better life for himself and his young wife, but soon finds himself at the mercy of a corrupt boss. The film is based on a thorough investigation of a real event that happened in Buenos Aires 10 years ago. Almost every scene in the film is inspired by real facts or based on well documented daily practices of the “meat business” and its environment. Both a shocking exposé of unscrupulous practices in the meat industry and a heart-wrenching personal story, El Patrón became one of the most successful Argentine films of 2014.","Joaquín Furriel, Hermógenes Saldivar, Luis Ziembrowski, Don Latuada, Guillermo Pfening, Marcelo Di Giovanni, Mónica Lairana, Gladys, Germán de Silva, Armando, Victoria Raposo, Clara, Andrea Garrote, Nora"," El patrón, radiografía de un crimen", Released," Spanish, Castilian",92400000.0,781330534.6,AR
Donkey's Christmas Shrektacular,12/07/2010 ,58.0,"Fantasy, Animation, Drama, Comedy, Science Fiction, Family","Deck the halls with Donkey’s laughter in this all-new holiday collection. Donkey presents his very own carolling stage show featuring his Far Far Away pals in this merry, musical treat with all the trimmings! Join in the fun as they bring their own Shrektacular spirit to festive holiday songs, a fun Donkey Decoration scramble, and a hilarious virtual Yule Log that’s so funny… it’s on fire.","Mike Myers, Shrek (voice), Eddie Murphy, Donkey (voice), Cameron Diaz, Princess Fiona (voice), Antonio Banderas, Puss in Boots (voice), Walt Dohrn, Rumpelstiltskin / Santa (voice), Jon Hamm, Brogan (voice), Jane Lynch, Gretched (voice), Craig Robinson, Cookie (voice), Cody Cameron, Three Little Pigs / Pinocchio (voice)",Donkey's Christmas Shrektacular, Released, English,124200000.0,343979776.0,US
Sin tetas no hay paraíso,07/23/2010 ,72.0,"Crime, Drama","Catalina is a young, beautiful girl living in extreme poverty with her brother Bayron and her mother Hilda. She becomes obsessed with getting breast implants to get social status and money. She leaves her boyfriend Albeira and becomes a prostitute for drug dealers. In this way she will enjoy all the luxuries that she lacks. Meanwhile, her ex-boyfriend Albeira and her mother Hilda begin a relationship behind her back.","Isabel Cristina Cadavid, Catalina, Linda Lucía Callejas, Doña Hilda, Juan Sebastián Calero, Albeiro, Linda Baldrich, Yésica, Fabio Restrepo, Marcial Barrera, Ramiro Meneses, El Titi, Miguel Varoni, Dr. Mauricio Contento, Francisco Bolívar, Bayron, Óscar Borda, Pelambre",Sin tetas no hay paraíso, Released," Spanish, Castilian",86000000.0,648439166.8,CO
We Are Marshall,05/03/2007 ,69.0,"Drama, History","When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.","Matthew McConaughey, Jack Lengyel, Matthew Fox, Red Dawson, Anthony Mackie, Nate Ruffin, David Strathairn, President Dedmon, Ian McShane, Paul Griffen, Kate Mara, Annie Cantrell, January Jones, Carole Dawson, Kate Kneeland, Ticket Taker, Wes Brown, Chris Griffen",We Are Marshall, Released, English,65000000.0,43545364.0,AU
The Santa Clause 2,12/05/2002 ,59.0,"Fantasy, Comedy, Family","Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.","Tim Allen, Scott Calvin, Elizabeth Mitchell, Carol Newman, David Krumholtz, Bernard, Eric Lloyd, Charlie Calvin, Judge Reinhold, Neil Miller, Wendy Crewson, Laura Miller, Spencer Breslin, Curtis, Liliana Mumy, Lucy Miller, Danielle Woodman, Abby",The Santa Clause 2, Released, English,65000000.0,172844592.0,AU
Believer,05/22/2018 ,73.0,"Crime, Action, Thriller","After a traumatic event, a drug trafficker turns sides and conspires with a dangerously ambitious undercover police officer to bring down the mysterious kingpin of a major drug cartel.","Cho Jin-woong, Won-ho, Ryu Jun-yeol, Seo Young-rak, Kim Joo-hyuk, Jin Ha-rim, Cha Seung-won, Brian, Kim Sung-ryung, Oh Yeon-ok, Park Hae-jun, Park Seon-chang, Nam Moon-chul, Department Head, Seo Hyun-woo, Jeong-il, Kang Seung-hyun, So-yeon", 독전, Released, Korean,106000000.0,740963555.6,KR
Still Out of My League,09/16/2021 ,65.0,"Romance, Comedy","After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.","Ludovica Francesconi, Marta, Giancarlo Commare, Gabriele, Jozef Gjura, Jacopo, Gaja Masciale, Federica, Jenny De Nucci, Rebecca, Giuseppe Futia, Tommaso, Riccardo Niceforo, Giacomo, Loredana Bertè, Delfina Meyer, Giorgio Lupano, Mauro", Ancora più bello, Released, Italian,81000000.0,383536021.0,IT
Would You Rather,10/14/2012 ,60.0,"Thriller, Horror","Desperate to help her ailing brother, a young woman agrees to compete in a deadly game of ""Would You Rather"" hosted by a sadistic aristocrat.","Brittany Snow, Iris, Jeffrey Combs, Shepard Lambrick, Jonny Coyne, Bevans, Lawrence Gilliard Jr., Dr. Barden, Enver Gjokaj, Lucas, Sasha Grey, Amy, John Heard, Conway, Charlie Hofheimer, Travis, Eddie Steeples, Cal",Would You Rather, Released, English,100600000.0,610599012.0,US
Monster High: Electrified,03/27/2017 ,71.0,"Family, Animation","When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking! Luckily the ghouls have a secret weapon on their side...Twyla, the daughter of the Boogey Man, and the perfect ghoul to unearth any mystery. Along with the most voltageous salon ever! So catch every twist, turn, zap and blast...because the Monster High ghouls are about to get ELECTRIC!","Katy Townsend, Silvi Timberwolf (voice), Debi Derryberry, Draculaura (voice), Cassandra Lee Morris, Frankie Stein (voice), Michael Sorich, Dracula (voice), Cristina Milizia, Moanica D'kay (voice), Jonquil Goode, Ari Hauntington / Twyla (voice), Larissa Gallagher, Lagoona Blue (voice), Evan Smith, Deuce Gorgon (voice), Salli Saffioti, Clawdeen Wolf / Cleo de Nile (voice)",Monster High: Electrified, Released, English,132171600.0,884020573.6,US
The Wedding Unplanner,02/14/2020 ,67.0,"Comedy, Romance","Marina is a woman in her thirties who works organizing weddings. Not because she is an inveterate romantic just because, as she says, ""when people are in love, they don't care about money"". Unlike her customers, she enjoys a life without ties or commitments, until the moment when she falls in love with Carlos. The problem is not only he is about to get married, but also his fiancee is Marina's childhood friend and they have hired her as their Wedding Planner.","Belén Cuesta, Marina, Álex García, Carlos, Adrián Lastra, Ben, Silvia Alonso, Alexia, Pilar Calvo Morillas, Novia, Antonio Resines, Padre de la novia, Malena Alterio, Chef, Jordi Sánchez, Representante, Gracia Olayo, Lourdes", Hasta que la boda nos separe, Released," Spanish, Castilian",14568000.0,3069303.0,ES
Shades of the Heart,03/31/2021 ,53.0,Drama,"Chang-seok's marriage failed. He left his wife and came back to South Korea. He is about to publish a novel based on his own experience. He meets various people, including Mi-young, Yoo-jin, Sung-ha and Ju-eun. Upon meeting these people, Chang-seok changes his mind and starts weaving yet another story.","Yeon Woo-jin, Chang-seok, Kim Sang-ho, Sung-ha, IU, Mi-young, Lee Joo-young, Ju-eun, Yoon Hye-ree, Yoo-jin, Moon Sook, Chang-seok's mother, Lim Sun-woo, Hye-gyeong, Kim Keum-soon, Soliloquy", 아무도 없는 곳, Released, Korean,119600000.0,362461687.2,KR
Crystal Lake Memories: The Complete History of Friday the 13th,09/13/2013 ,78.0,Documentary,"Taking inspiration from Peter M. Bracke's definitive book of the same name, this seven-hour documentary dives into the making of all twelve Friday the 13th films, with all-new interviews from the cast and the crew.","Emma Jacobs, Camp Counselor, Peter M. Bracke, Camp Counselor, Jennifer Banko, Herself - 'Young Tina', Kristi Angus, Herself - 'Adrienne', Corey Feldman, Himself - 'Tommy Jarvis' / Narrator, Gabriel Bartalos, Himself - Special Effects Make-Up Assistant, Samantha Delutri, Camp Counselor, Kimberly Higgins, Camp Counselor, James Meddock, Camp Counselor",Crystal Lake Memories: The Complete History of Friday the 13th, Released, English,101700000.0,716719914.2,US
Can't Buy Me Love,12/31/1987 ,70.0,"Drama, Comedy, Romance","Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.","Patrick Dempsey, Ronald Miller, Amanda Peterson, Cindy Mancini, Courtney Gains, Kenneth Wurman, Tina Caspary, Barbara, Seth Green, Chuckie Miller, Sharon Farrell, Mrs. Mancini, Darcy DeMoss, Patty, Dennis Dugan, David Miller, Cloyce Morrow, Judy Miller",Can't Buy Me Love, Released, English,1800000.0,31623833.0,AU
Havoc,10/16/2005 ,52.0,"Crime, Drama","A wealthy Los Angeles teen and her superficial friends wants to break out of suburbia and experience Southern California's ""gangsta"" lifestyle. But problems arise when the preppies get in over their heads and provoke the wrath of a violent Latino gang. Suddenly, their role-playing seems a little too real.","Anne Hathaway, Allison Lang, Bijou Phillips, Emily, Shiri Appleby, Amanda, Michael Biehn, Stuart Lang, Joseph Gordon-Levitt, Sam, Matt O'Leary, Eric, Freddy Rodríguez, Hector, Laura San Giacomo, Joanna Lang, Mike Vogel, Toby",Havoc, Released, English,9000000.0,4176154.6,AU
Holmes & Watson,12/26/2018 ,43.0,"Mystery, Adventure, Comedy, Crime","Detective Sherlock Holmes and Dr. John Watson join forces to investigate a murder at Buckingham Palace. They soon learn that they have only four days to solve the case, or the queen will become the next victim.","Will Ferrell, Sherlock Holmes, John C. Reilly, Dr. John Watson, Rebecca Hall, Dr. Grace Hart, Rob Brydon, Inspector Lestrade, Kelly Macdonald, Mrs. Martha Hudson, Lauren Lapkus, Millie, Pam Ferris, Queen Victoria, Ralph Fiennes, Prof. James Moriarty, Adam Scherr, Brawn",Holmes & Watson, Released, English,42000000.0,41926605.0,AU
That Thing You Do!,01/09/1997 ,69.0,"Comedy, Drama, Romance, Music","A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.","Tom Hanks, Mr. White, Tom Everett Scott, Guy Patterson, Liv Tyler, Faye Dolan, Johnathon Schaech, Jimmy Mattingly, Steve Zahn, Lenny Haise, Ethan Embry, T.B. Player, Charlize Theron, Tina, Obba Babatundé, Lamarr, Giovanni Ribisi, Chad",That Thing You Do!, Released, English,2500000.0,34557416.0,AU
Detective Conan: Haibara Ai Monogatari ~Kurogane no Mystery Train~,01/06/2023 ,0.0,Animation,We don't have an overview translated in English. Help us expand our database by adding one.,"Minami Takayama, Conan Edogawa (voice), Megumi Hayashibara, Ai Haibara (voice), Kenichi Ogata, Hiroshi Agasa (voice), Yukitoshi Hori, Gin (voice), Wakana Yamazaki, Ran Mouri (voice), Rikiya Koyama, Kogoro Mouri (voice), Toru Furuya, Bourbon (voice), Fumihiko Tachiki, Vodka (voice), Mami Koyama, Vermouth (voice)", 名探偵コナン 灰原哀物語～黒鉄のミステリートレイン～, Released, Japanese,131600000.0,178359863.0,JP
Phineas and Ferb: Star Wars,07/26/2014 ,71.0,"Animation, Comedy, Family, Science Fiction, Adventure, TV Movie",Phineas and Ferb become the galaxy's unlikeliest last hope when they must return the Death Star plans to the Rebel Alliance.,"Vincent Martella, Phineas Flynn (voice) / Additional Voices, Thomas Brodie-Sangster, Ferb Fletcher (voice), Ashley Tisdale, Candance Flynn (voice), Dee Bradley Baker, Perry the Rebelpus / Chewbacca / Additional Voices, April Winchell, Princess Leia (voice), Caroline Rhea, Linda Flynn-Fletcher (voice), Dan Povenmire, Heinz Darthenshmirtz / Imperial Officer Dan / Additional Voices, Richard O'Brien, Lawrence Fletcher (voice), Jeff 'Swampy' Marsh, Major Hologram / Imperial Officer Jeff / Additional Voices",Phineas and Ferb: Star Wars, Released, English,95380000.0,876342110.2,US
Sword Master,12/02/2016 ,64.0,Action,"Weary of the bloodshed and violence from the martial arts world, a powerful swordsman banishes himself to the humble life a vagrant, wandering the fringes of society. But his violent past refuses to let him go quietly. The master swordsman must regain the ability to wield his sword and fight those disrupting the peace he so desperately craves.","Lin Gengxin, Hsieh Shao-Feng / Ah Chi, Peter Ho, Yen Shih-San, Jiang Yiyan, Mu-Yung Chiu-Ti, Jiang Mengjie, 'Princess' Hsiao Li, Norman Chui, Cult Leader, Ma Jingjing, Miao Ji, Ku Kuan-Chung, Lord Muyung, Cheng Rang, Nameless, Henry Fong Ping, Big Boss", 三少爷的剑, Released, Chinese,67800000.0,348256501.8,CN
Dersu Uzala,12/20/1977 ,80.0,"Action, Adventure, Drama","A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.","Yuriy Solomin, Arsenev, Maksim Munzuk, Dersu Uzala, Mikhail Bychkov, Otryad Arseneva, B. Khorulev, , Vladimir Kremena, Turtwigin, Aleksandr Pyatkov, Olenin, Svetlana Danilchenko, Anna, Dmitri Korshikov, Wowa son of Arsenjev, Suimenkul Chokmorov, Jan Bao", Дерсу Узала, Released, Russian,4000000.0,56511542.0,US
Madea's Witness Protection,11/25/2014 ,61.0,"Drama, Comedy, Crime","For years, mild-mannered Wall Street banker George Needleman has meandered through life oblivious to his family's dysfunction and his company's malfeasance, but he's forced to wake up when he learns that he's been framed in a mob-backed Ponzi scheme. Placed under federal protection, George and his family are shipped down South to Madea's house, where the no-nonsense matriarch whips them all into shape using her special brand of tough love.","Tyler Perry, Madea / Joe / Brian, Eugene Levy, George Needleman, Denise Richards, Kate Needleman, Romeo Miller, Jake, Doris Roberts, Barbara, Tom Arnold, Walter, John Amos, Pastor Nelson, Devan Leos, Howie, Danielle Campbell, Cindy",Madea's Witness Protection, Released, English,20000000.0,66899242.0,AU
Innocence,06/10/2020 ,76.0,"Crime, Thriller","A lawyer tries to prove her mother’s innocence and uncover the secrets of a small village with the help of the local mayor. Her mother was accused of murder after the rice wine was poisoned at her husband’s funeral, but she is suffering from memory loss and cannot defend herself.","Shin Hye-sun, Jeong-in, Bae Jong-ok, Hwa-ja, Heo Joon-ho, Mayor Choo, Hong Kyung, Jeong-soo, Tae Hang-ho, Constable Yang, Ko Chang-seok, Seedsman, Park Chul-min, Hwang Bang-yeong, Kim Su-hyun, Vice President of Law Firm, Cha Soon-bae, Na Il-jeong", 결백, Released, Korean,67800000.0,571527121.6,KR
"Mektoub, My Love: Canto Uno",03/21/2018 ,68.0,"Romance, Drama","Amin, an aspiring screenwriter living in Paris, returns home for the summer, to a fishing village in the South of France. It is a time of reconnecting with his family and his childhood friends. Together with his cousin Tony and his best friend Ophélie, he spends his time between the Tunisian restaurant run by his parents, the local bars and the beaches frequented by girls on holiday. Enchanted by the many female characters who surround him, Amin remains in awe of these summer sirens while his dionysiac cousin throws himself into their carnal delights with euphoria. Armed with his camera and guided by the bright simmer light of the Mediterranean coast, Amin pursues his philosophical quest while gathering inspiration for his screenplays. When it comes to love, only Mektoub (‘destiny' in Arabic) can decide.","Shaïn Boumedine, Amin, Ophélie Bau, Ophélie, Salim Kechiouche, Tony, Lou Luttiau, Céline, Alexia Chardard, Charlotte, Hafsia Herzi, Camélia, Delinda Kechiche, , Kamel Saadi, Kamel, Hatika Karaoui, ","Mektoub, My Love: Canto Uno", Released, French,164000000.0,374254139.0,FR
Trust Me U Die,01/21/1998 ,44.0,"Horror, Thriller","In England, Dr. Greg Fong invents a super steroid (SS160) which can cure virtually all illnesses and disorders (including impotence and idiocy) and generally makes someone superhuman. But his obsession with the super drug, begins making him mentally unbalanced. After the death of his co-worker, Fong returns to Hong Kong with his new wonder drug and begins working with old friend Dr. Mike Chow (Mark Cheng) Mike (who sells black market kidneys) then drugs and rapes his Fong's girlfriend Vivian who falls for him in return (!). Fong takes the affair as good reason to do a bit of human medical tests, and begins doing secret medical experiments on Dr. Chow, as well as a host of other patients, notably including policeman Chan Sum who begins turning superhuman.","Simon Yam, , Mark Cheng Ho-Nam, , Sam Lee, , Chan Ying-Lai, Vivian, Gladys Fung Hiu-Si, ", 新羔羊医生, Released, Cantonese,133300000.0,601247524.8,HK
Hell Baby,09/06/2013 ,52.0,"Comedy, Horror","After she and her husband move into a haunted house, a woman gives birth to a demonic infant that wreaks havoc.","Rob Corddry, Jack, Leslie Bibb, Vanessa, Keegan-Michael Key, F'resnel, Paul Scheer, Ron, Rob Huebel, Mickey, Thomas Lennon, Father Padrigo, Michael Ian Black, Dr. Marshall, Brittney Alger, Italian Nurse, Dave Holmes, Rental Car Guy",Hell Baby, Released, English,2500000.0,4607463.4,US
Bedevilled,09/02/2010 ,72.0,"Thriller, Crime, Drama, Horror","A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.","Seo Young-hee, Kim Bok-Nam, Hwang Geum-hee, Hae-Won, Baek Su-ryeon, Dong-ho's Grandmother, Park Jeong-hak, Man-jong, Bae Sung-woo, Cheol-Jong, Oh Yong, Deuk-Soo, Hwang Min-Ho, Dodgers, A-in, Yeon-hee, Son Young-soon, Soon-Yi", 김복남 살인사건의 전말, Released, Korean,700000.0,94400921.8,KR
Uncle Frank,01/23/2020 ,74.0,Drama,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.","Paul Bettany, Frank Bledsoe, Sophia Lillis, Beth Bledsoe, Peter Macdissi, Walid ""Wally"", Steve Zahn, Mike Bledsoe, Judy Greer, Kitty Bledsoe, Margo Martindale, Mammaw Bledsoe, Stephen Root, Mac Bledsoe, Lois Smith, Aunt Butch, Jane McNeill, Neva Bledsoe",Uncle Frank, Released, English,67800000.0,653988016.4,US
The Adventures of Pinocchio,07/26/1996 ,53.0,"Family, Fantasy, Adventure, Drama","One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.","Martin Landau, Geppetto, Jonathan Taylor Thomas, Pinocchio, Geneviève Bujold, Leona, Udo Kier, Lorenzini, Bebe Neuwirth, Felinet, Rob Schneider, Volpe, Corey Carrier, Lampwick, Marcello Magni, Baker, Dawn French, Baker's Wife",The Adventures of Pinocchio, Released, English,25000000.0,36682170.0,US
A Taste of Hunger,10/13/2022 ,62.0,"Romance, Drama","Maggie and Carsten love each other, they have two wonderful children and run their own gourmet restaurant; Malus. They want it all. And they have it all. Almost. They are missing the coveted Michelin Star. It has been their dream, on which they gambled everything to win. One day Carsten receives a letter saying that his wife loves somebody else. But who sent the letter and why? In their continuous passion and pursuit for the ultimate recognition, they forget that the meals of life are best enjoyed together.","Nikolaj Coster-Waldau, Carsten, Charlie Gustafsson, Frederik, Katrine Greis-Rosenthal, Maggi, Dag Malmberg, Stellan, Nicolas Bro, Torben, Flora Augusta, Chloe, August Christian Høyer-Kruse-Vinkel, August, Maj-Britt Mathiesen, Pia, Rasmus Hammerich, Frank", Smagen af sult, Released, Danish,119700000.0,333485619.2,AU
The People vs. Larry Flynt,02/20/1997 ,70.0,Drama,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","Woody Harrelson, Larry Flynt, Courtney Love, Althea Leasure, Edward Norton, Alan Isaacman, Brett Harrelson, Jimmy Flynt, Donna Hanover, Ruth Carter Stapleton, James Cromwell, Charles Keating, Crispin Glover, Arlo, Vincent Schiavelli, Chester, Miles Chapin, Miles",The People vs. Larry Flynt, Released, English,36000000.0,20300385.0,AU
Incarnate,12/02/2016 ,54.0,"Horror, Thriller",An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,"Aaron Eckhart, Dr. Seth Ember, Natalija Nogulich, Maggie, Keir O'Donnell, Oliver, Catalina Sandino Moreno, Camilla, Carice van Houten, Lindsey, Matt Nable, Dan, Mark Henry, Bouncer #2, Breanne Hill, Ilsa, Karolina Wydra, Anna",Incarnate, Released, English,5000000.0,9371036.0,US
Swallow,03/06/2020 ,67.0,"Drama, Thriller","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.","Haley Bennett, Hunter Conrad, Austin Stowell, Richie Conrad, Elizabeth Marvel, Katherine Conrad, David Rasche, Michael Conrad, Denis O'Hare, Erwin William, Luna Lauren Velez, Lucy, Zabryna Guevara, Alice, Laith Nakli, Luay, Babak Tafti, Aaron",Swallow, Released, English,69800000.0,438447488.6,US
Triple Standard,08/13/2010 ,51.0,Drama,A homophobic ex-basketball star is forced to face the reality that he himself is gay.,"Lee Amir-Cohen, D, William Jennings, Crim, Ronnie Prouty, Stanley, Steve Alderfer, A B, Dylan Mooney, Spike, Jay Ellis, Lewis, Ramall Goodrich, Basketball Player 4, Justen Naughton, Basketball Player 1, Jontae Vinson, Basketball Player 3",Triple Standard, Released, English,92000000.0,440080922.2,US
Drake & Josh Go Hollywood,01/06/2006 ,71.0,"TV Movie, Family, Comedy, Adventure","When Drake and Josh accidentally send their little sister Megan on a plane to L.A., they soon find themselves in the middle of a dangerous situation.","Drake Bell, Drake Parker, Josh Peck, Josh Nichols, Miranda Cosgrove, Megan Parker, Nancy Sullivan, Audrey Parker-Nichols, Jonathan Goldstein, Walter Nichols, John J. York, Milo McCrary, Matt Newton, Deegan, Nick von Esmarch, Brice Granger, Jorge Luis Abreu, Ah'Lee",Drake & Josh Go Hollywood, Released, English,108400000.0,555975063.6,US
A Thousand and One,03/31/2023 ,81.0,Drama,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.","Teyana Taylor, Inez, William Catlett, Lucky, Josiah Cross, Terry, Aven Courtney, Terry (Age 13), Aaron Kingsley Adetola, Terry (Age 6), Terri Abney, Kim Jones, Delissa Reynolds, Mrs. Jones, Amelia Workman, Anita Tucker, Adriane Lenox, Miss Annie",A Thousand and One, Released, English,174400000.0,895189907.0,US
